Wavelength,Reflectance
649,0.28675
650,0.2875
651,0.28825
652,0.289
653,0.28974999999999995
654,0.2905
655,0.29125
656,0.29200000000000004
657,0.29274999999999995
658,0.2935
659,0.29425
660,0.29500000000000004
661,0.29574999999999996
662,0.2965
663,0.29725
664,0.29800000000000004
665,0.29875
666,0.2995
667,0.30025
668,0.301
669,0.30175
670,0.3025
671,0.30325
672,0.304
673,0.30474999999999997
674,0.3055
675,0.30625
676,0.307
677,0.30774999999999997
678,0.3085
679,0.30925
680,0.31
681,0.31074999999999997
682,0.3115
683,0.31224999999999997
684,0.313
685,0.31375
686,0.3145
687,0.31525000000000003
688,0.31599999999999995
689,0.31675
690,0.3175
691,0.31825000000000003
692,0.31899999999999995
693,0.31975
694,0.3205
695,0.32125000000000004
696,0.322
697,0.32275
698,0.3235
699,0.32425000000000004
700,0.325
701,0.32575
702,0.3265
703,0.32725
704,0.328
705,0.32875
706,0.3295
707,0.33025
708,0.33099999999999996
709,0.33175
710,0.3325
711,0.33325
712,0.33399999999999996
713,0.33475
714,0.3355
715,0.33625
716,0.33699999999999997
717,0.33775
718,0.3385
719,0.33925000000000005
720,0.33999999999999997
721,0.34075
722,0.3415
723,0.34224999999999994
724,0.34299999999999997
725,0.34375
726,0.34450000000000003
727,0.34525
728,0.346
729,0.34675
730,0.34750000000000003
731,0.34825
732,0.349
733,0.34975
734,0.35050000000000003
735,0.35124999999999995
736,0.352
737,0.35275
738,0.35350000000000004
739,0.35425000000000006
740,0.355
741,0.35575
742,0.35650000000000004
743,0.35724999999999996
744,0.358
745,0.35875
746,0.35950000000000004
747,0.36024999999999996
748,0.361
749,0.36175
750,0.36250000000000004
751,0.36324999999999996
752,0.364
753,0.36475
754,0.36550000000000005
755,0.36624999999999996
756,0.367
757,0.36775
758,0.36849999999999994
759,0.36924999999999997
760,0.37
761,0.37075
762,0.37149999999999994
763,0.37224999999999997
764,0.373
765,0.37375
766,0.37449999999999994
767,0.37525
768,0.376
769,0.37675000000000003
770,0.37750000000000006
771,0.37825
772,0.379
773,0.37975000000000003
774,0.38050000000000006
775,0.38125
776,0.382
777,0.38275000000000003
778,0.38349999999999995
779,0.38425
780,0.385
781,0.38575000000000004
782,0.38649999999999995
783,0.38725
784,0.388
785,0.38875000000000004
786,0.38949999999999996
787,0.39025
788,0.391
789,0.39174999999999993
790,0.39249999999999996
791,0.39325
792,0.394
793,0.39474999999999993
794,0.39549999999999996
795,0.39625
796,0.397
797,0.39774999999999994
798,0.39849999999999997
799,0.39925
800,0.4
