Wavelength,Reflectance
716,0.05000000000010779
717,0.05000000000007727
718,0.05000000000005527
719,0.05000000000003946
720,0.05000000000002811
721,0.050000000000019994
722,0.050000000000014186
723,0.05000000000001005
724,0.0500000000000071
725,0.05000000000000501
726,0.05000000000000353
727,0.05000000000000248
728,0.05000000000000174
729,0.05000000000000122
730,0.05000000000000085
731,0.05000000000000059
732,0.05000000000000041
733,0.05000000000000029
734,0.050000000000000204
735,0.05000000000000014
736,0.0500000000000001
737,0.050000000000000065
738,0.050000000000000044
739,0.05000000000000003
740,0.050000000000000024
741,0.05000000000000002
742,0.05000000000000001
743,0.05000000000000001
744,0.05000000000000001
745,0.05
746,0.05
747,0.05
748,0.05
749,0.05
750,0.05
751,0.05
752,0.05
753,0.05
754,0.05
755,0.05
756,0.05
757,0.05
758,0.05
759,0.05
760,0.05
761,0.05
762,0.05
763,0.05
764,0.05
765,0.05
766,0.05
767,0.05
768,0.05
769,0.05
770,0.05
771,0.05
772,0.05
773,0.05
774,0.05
775,0.05
776,0.05
777,0.05
778,0.05
779,0.05
780,0.05
781,0.05
782,0.05
783,0.05
784,0.05
785,0.05
786,0.05
787,0.05
788,0.05
789,0.05
790,0.05
791,0.05
792,0.05
793,0.05
794,0.05
795,0.05
796,0.05
797,0.05
798,0.05
799,0.05
800,0.05
